PassengerId,CryoSleep,Cabin,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,TotalSpent,HomePlanet_Europa,HomePlanet_Mars,Destination_PSO J318.5-22,Destination_TRAPPIST-1e,GroupSize,IsAlone
0035_01,0,D/1/P,23.0,0,784.0,964.0,0.0,951.0,0.0,False,35,2699.0,False,True,False,False,1,1
0036_01,0,F/8/S,15.0,0,0.0,492.0,48.0,20.0,401.0,False,36,961.0,False,False,False,False,1,1
0038_01,0,F/10/S,20.0,0,554.0,195.0,0.0,2606.0,0.0,False,38,3355.0,False,False,False,False,1,1
0039_01,1,G/1/P,30.0,0,0.0,0.0,0.0,0.0,0.0,False,39,0.0,False,False,False,False,1,1
0041_01,1,G/2/P,17.0,0,0.0,0.0,0.0,0.0,0.0,True,41,0.0,False,False,False,True,1,1
0043_01,0,B/3/P,45.0,0,0.0,164.0,45.0,2511.0,855.0,False,43,3575.0,True,False,False,True,1,1
0044_01,1,G/3/P,55.0,0,0.0,0.0,0.0,0.0,0.0,False,44,0.0,False,False,False,True,3,0
0044_02,1,G/3/P,4.0,0,0.0,0.0,0.0,0.0,0.0,True,44,0.0,False,False,False,False,3,0
0044_03,1,G/3/P,21.0,0,0.0,0.0,0.0,0.0,0.0,True,44,0.0,False,False,True,False,3,0
0045_01,0,F/10/P,21.0,0,970.0,0.0,180.0,0.0,64.0,False,45,1214.0,False,True,False,True,2,0
0045_02,1,F/10/P,19.0,0,0.0,0.0,0.0,0.0,0.0,True,45,0.0,False,True,False,True,2,0
0050_01,0,E/1/S,35.0,0,790.0,0.0,0.0,0.0,0.0,False,50,790.0,False,False,False,False,1,1
0051_01,0,E/2/S,56.0,0,0.0,112.0,0.0,1379.0,127.0,False,51,1618.0,False,False,False,True,1,1
0052_01,0,G/6/S,23.0,0,4.0,0.0,2.0,4683.0,0.0,False,52,4689.0,False,False,False,True,1,1
0053_01,0,F/11/S,25.0,0,0.0,0.0,1938.0,0.0,1.0,True,53,1939.0,False,False,False,True,1,1
0056_01,1,A/1/S,2.0,0,0.0,0.0,0.0,0.0,0.0,True,56,0.0,True,False,False,True,3,0
0056_02,1,A/1/S,38.0,0,0.0,0.0,0.0,0.0,0.0,True,56,0.0,True,False,False,True,3,0
0056_03,0,A/1/S,27.0,0,279.0,605.0,3374.0,286.0,3.0,True,56,4547.0,True,False,False,True,3,0
0058_01,1,G/7/S,36.0,0,0.0,0.0,0.0,0.0,0.0,False,58,0.0,False,False,True,False,1,1
0061_01,0,F/12/S,22.0,0,45.0,1096.0,148.0,1377.0,1.0,False,61,2667.0,False,False,False,True,1,1
0062_01,0,F/13/S,62.0,0,0.0,592.0,0.0,17.0,25.0,False,62,634.0,False,False,False,True,1,1
0064_01,1,F/14/S,15.0,0,0.0,0.0,0.0,0.0,0.0,True,64,0.0,False,True,False,True,2,0
0064_02,1,E/3/S,33.0,0,0.0,0.0,0.0,0.0,0.0,True,64,0.0,False,True,False,True,2,0
0066_01,0,G/6/P,62.0,0,1.0,153.0,197.0,0.0,460.0,False,66,811.0,False,False,False,True,1,1
0067_01,1,G/10/S,0.0,0,0.0,0.0,0.0,0.0,0.0,True,67,0.0,False,False,True,False,3,0
0067_02,0,G/10/S,18.0,0,1.0,258.0,446.0,0.0,0.0,True,67,705.0,False,False,False,True,3,0
0067_03,0,F/15/S,21.0,0,1946.0,37.0,0.0,0.0,24.0,False,67,2007.0,False,False,False,False,3,0
0068_01,0,E/4/S,28.0,0,793.0,0.0,2.0,253.0,0.0,False,68,1048.0,False,True,False,True,1,1
0069_01,0,F/16/S,42.0,0,887.0,0.0,9.0,6.0,0.0,True,69,902.0,False,False,False,True,1,1
0070_01,0,F/13/P,19.0,0,190.0,0.0,5.0,1.0,726.0,False,70,922.0,False,False,False,True,1,1
0071_01,0,F/14/P,17.0,0,16.0,2165.0,0.0,0.0,52.0,False,71,2233.0,False,False,False,True,1,1
0072_01,0,F/17/S,14.0,0,0.0,1.0,0.0,0.0,1063.0,False,72,1064.0,False,False,False,True,1,1
0073_01,0,D/3/P,37.0,0,46.0,83.0,738.0,0.0,12.0,False,73,879.0,False,True,True,False,1,1
0074_01,0,C/3/S,42.0,0,1.0,8397.0,0.0,0.0,506.0,True,74,8904.0,True,False,False,True,1,1
0076_01,0,F/18/S,27.0,0,147.0,0.0,1018.0,0.0,0.0,True,76,1165.0,False,True,False,True,1,1
0077_01,0,F/15/P,28.0,0,14.0,0.0,1295.0,0.0,0.0,True,77,1309.0,False,True,False,True,1,1
0078_01,0,C/4/S,38.0,0,0.0,5840.0,0.0,321.0,9654.0,False,78,15815.0,True,False,False,True,1,1
0081_01,1,G/13/S,13.0,0,0.0,0.0,0.0,0.0,0.0,False,81,0.0,False,False,False,True,1,1
0082_01,0,F/16/P,42.0,0,7406.0,0.0,0.0,0.0,0.0,False,82,7406.0,False,True,False,True,3,0
0082_02,1,F/16/P,2.0,0,0.0,0.0,0.0,0.0,0.0,True,82,0.0,False,True,False,True,3,0
0082_03,1,F/16/P,8.0,0,0.0,0.0,0.0,0.0,0.0,True,82,0.0,False,True,False,True,3,0
0084_01,0,G/14/S,24.0,0,688.0,0.0,0.0,0.0,17.0,True,84,705.0,False,False,False,True,1,1
0085_01,1,C/5/S,40.0,0,0.0,0.0,0.0,0.0,0.0,True,85,0.0,True,False,False,True,1,1
0086_01,0,F/17/P,43.0,0,211.0,0.0,0.0,638.0,513.0,False,86,1362.0,False,False,False,True,1,1
0088_01,1,E/5/S,45.0,0,0.0,0.0,0.0,0.0,0.0,True,88,0.0,False,True,True,False,1,1
0090_01,1,G/15/S,35.0,0,0.0,0.0,0.0,0.0,0.0,True,90,0.0,False,False,False,True,1,1
0091_01,1,G/16/S,26.0,0,0.0,0.0,0.0,0.0,0.0,True,91,0.0,False,False,False,True,2,0
0091_02,0,F/20/S,27.0,0,1.0,697.0,31.0,188.0,0.0,False,91,917.0,False,False,False,True,2,0
0092_01,0,G/9/P,19.0,0,0.0,0.0,670.0,1.0,34.0,False,92,705.0,False,False,False,True,3,0
0092_02,1,G/9/P,0.0,0,0.0,0.0,0.0,0.0,0.0,True,92,0.0,False,False,False,True,3,0
0092_03,1,G/9/P,3.0,0,0.0,0.0,0.0,0.0,0.0,True,92,0.0,False,False,False,True,3,0
0097_01,0,A/2/S,54.0,0,0.0,1208.0,0.0,3.0,637.0,False,97,1848.0,True,False,False,True,1,1
0098_01,0,G/11/P,26.0,0,0.0,856.0,5.0,32.0,0.0,False,98,893.0,False,False,False,True,2,0
0098_02,0,G/11/P,26.0,0,0.0,2811.0,957.0,0.0,87.0,True,98,3855.0,False,False,False,True,2,0
0099_01,0,F/19/P,23.0,0,311.0,427.0,526.0,37.0,0.0,False,99,1301.0,False,False,True,False,2,0
0099_02,1,G/12/P,2.0,0,0.0,0.0,0.0,0.0,0.0,True,99,0.0,False,False,False,True,2,0
0101_01,1,,31.0,0,0.0,0.0,0.0,0.0,0.0,True,101,0.0,False,True,False,True,1,1
0102_01,0,F/23/S,18.0,0,0.0,0.0,0.0,830.0,91.0,False,102,921.0,False,False,False,True,1,1
0103_01,0,F/24/S,24.0,0,0.0,0.0,0.0,0.0,17.0,True,103,17.0,False,False,False,True,3,0
0103_02,1,G/18/S,9.0,0,0.0,0.0,0.0,0.0,0.0,True,103,0.0,False,False,False,False,3,0
0103_03,1,G/18/S,6.0,0,0.0,0.0,0.0,0.0,0.0,False,103,0.0,False,False,False,True,3,0
0105_01,0,F/21/P,27.0,0,0.0,0.0,570.0,2.0,131.0,False,105,703.0,False,False,False,True,1,1
0107_01,0,D/2/S,21.0,0,1743.0,5.0,17.0,0.0,0.0,False,107,1765.0,False,True,False,True,1,1
0108_01,1,G/19/S,23.0,0,0.0,0.0,0.0,0.0,0.0,False,108,0.0,False,False,False,True,3,0
0108_02,0,G/19/S,31.0,0,562.0,0.0,326.0,0.0,0.0,False,108,888.0,False,False,False,True,3,0
0108_03,1,G/19/S,0.0,0,0.0,0.0,0.0,0.0,0.0,True,108,0.0,False,False,False,True,3,0
0110_01,0,,32.0,0,0.0,410.0,6.0,3929.0,764.0,False,110,5109.0,True,False,False,True,4,0
0110_02,0,B/5/P,40.0,0,0.0,331.0,0.0,0.0,1687.0,False,110,2018.0,True,False,False,True,4,0
0110_03,0,B/5/P,42.0,0,2209.0,11418.0,0.0,1868.0,445.0,True,110,15940.0,True,False,False,True,4,0
0110_04,1,B/5/P,28.0,0,0.0,0.0,0.0,0.0,0.0,True,110,0.0,True,False,False,True,4,0
0111_01,1,E/6/S,29.0,0,0.0,0.0,0.0,0.0,0.0,True,111,0.0,True,False,False,True,1,1
0112_01,0,B/1/S,48.0,1,0.0,2537.0,87.0,17.0,13.0,True,112,2654.0,True,False,False,False,1,1
0113_01,0,F/23/P,64.0,0,0.0,0.0,804.0,0.0,0.0,True,113,804.0,False,False,False,True,1,1
0114_01,0,G/20/S,27.0,0,82.0,157.0,429.0,238.0,1.0,False,114,907.0,False,False,False,True,1,1
0115_01,1,F/24/P,26.0,0,0.0,0.0,0.0,0.0,0.0,True,115,0.0,False,True,False,True,1,1
0116_01,0,D/4/P,33.0,0,1.0,2223.0,0.0,12.0,404.0,True,116,2640.0,True,False,False,True,1,1
0119_01,0,A/0/P,39.0,0,0.0,2344.0,0.0,65.0,6898.0,False,119,9307.0,True,False,False,True,2,0
0119_02,1,A/0/P,13.0,0,0.0,0.0,0.0,0.0,0.0,True,119,0.0,True,False,False,True,2,0
0120_01,1,F/25/P,24.0,0,0.0,0.0,0.0,0.0,0.0,True,120,0.0,False,True,False,True,1,1
0122_01,0,G/21/S,29.0,0,0.0,0.0,0.0,699.0,74.0,False,122,773.0,False,False,False,True,1,1
0123_01,0,F/27/P,18.0,0,55.0,597.0,49.0,0.0,1.0,False,123,702.0,False,False,False,True,1,1
0126_01,1,F/27/S,67.0,0,0.0,0.0,0.0,0.0,0.0,True,126,0.0,False,True,False,True,1,1
0127_01,0,E/7/S,35.0,0,701.0,0.0,296.0,0.0,25.0,False,127,1022.0,False,True,False,True,1,1
0128_01,0,D/3/S,61.0,1,2353.0,334.0,9.0,316.0,2.0,False,128,3014.0,False,True,False,True,2,0
0128_02,0,E/8/S,45.0,0,2103.0,6.0,0.0,0.0,0.0,False,128,2109.0,False,True,False,True,2,0
0129_01,1,G/22/S,22.0,0,0.0,0.0,0.0,0.0,0.0,True,129,0.0,False,False,True,False,1,1
0133_01,1,F/29/S,19.0,0,0.0,0.0,0.0,0.0,0.0,True,133,0.0,False,True,False,True,2,0
0133_02,0,D/5/S,36.0,0,2738.0,0.0,0.0,0.0,0.0,False,133,2738.0,False,True,False,True,2,0
0134_01,0,G/17/P,19.0,0,0.0,14.0,730.0,0.0,0.0,True,134,744.0,False,False,False,True,1,1
0136_01,0,G/23/S,47.0,0,97.0,418.0,126.0,25.0,55.0,False,136,721.0,False,False,True,False,1,1
0138_01,1,G/18/P,13.0,0,0.0,0.0,0.0,0.0,0.0,True,138,0.0,False,False,False,True,2,0
0138_02,0,E/5/P,34.0,0,0.0,22.0,0.0,564.0,207.0,False,138,793.0,False,False,False,True,2,0
0139_01,1,C/6/S,35.0,0,0.0,0.0,0.0,0.0,0.0,True,139,0.0,True,False,False,False,1,1
0140_01,1,G/19/P,24.0,0,0.0,0.0,0.0,0.0,0.0,True,140,0.0,False,False,False,True,2,0
0140_02,0,F/29/P,26.0,0,440.0,0.0,0.0,0.0,462.0,False,140,902.0,False,False,False,True,2,0
0141_01,0,F/30/P,31.0,0,0.0,0.0,97.0,0.0,0.0,False,141,97.0,False,True,False,True,1,1
0144_01,0,F/31/S,20.0,0,0.0,420.0,210.0,0.0,0.0,True,144,630.0,False,False,False,True,1,1
0146_01,1,G/25/S,56.0,0,0.0,0.0,0.0,0.0,0.0,False,146,0.0,False,False,False,True,1,1
0147_01,1,G/26/S,50.0,0,0.0,0.0,0.0,0.0,0.0,True,147,0.0,False,False,False,True,1,1
0148_01,0,F/31/P,42.0,0,1072.0,0.0,10.0,0.0,76.0,False,148,1158.0,False,True,False,True,1,1
0149_01,1,G/27/S,23.0,0,0.0,0.0,0.0,0.0,0.0,True,149,0.0,False,False,False,False,1,1
0151_01,1,G/20/P,38.0,0,0.0,0.0,0.0,0.0,0.0,False,151,0.0,False,False,False,False,1,1
0152_01,0,F/32/P,41.0,0,0.0,0.0,0.0,0.0,607.0,False,152,607.0,False,False,False,False,1,1
0160_01,0,G/22/P,22.0,0,4119.0,0.0,0.0,0.0,61.0,False,160,4180.0,False,False,False,True,1,1
0163_01,1,B/8/P,26.0,0,0.0,0.0,0.0,0.0,0.0,True,163,0.0,True,False,False,True,2,0
0163_02,1,B/8/P,17.0,0,0.0,0.0,0.0,0.0,0.0,True,163,0.0,True,False,False,True,2,0
0164_01,0,G/28/S,57.0,0,50.0,1688.0,0.0,0.0,135.0,True,164,1873.0,False,False,False,True,2,0
0164_02,1,G/28/S,17.0,0,0.0,0.0,0.0,0.0,0.0,False,164,0.0,False,False,True,False,2,0
0165_01,1,F/37/P,35.0,0,0.0,0.0,0.0,0.0,0.0,True,165,0.0,False,True,False,True,1,1
0167_01,1,F/35/S,13.0,0,0.0,0.0,0.0,0.0,0.0,True,167,0.0,False,True,False,True,2,0
0167_02,0,F/35/S,27.0,0,1365.0,0.0,48.0,22.0,137.0,False,167,1572.0,False,True,False,True,2,0
0169_01,1,G/23/P,31.0,0,0.0,0.0,0.0,0.0,0.0,False,169,0.0,False,False,False,True,1,1
0170_01,0,E/10/S,24.0,0,0.0,0.0,0.0,221.0,567.0,False,170,788.0,False,False,False,True,1,1
0171_01,1,G/30/S,19.0,0,0.0,0.0,0.0,0.0,0.0,True,171,0.0,False,False,True,False,1,1
0172_01,1,G/24/P,32.0,0,0.0,0.0,0.0,0.0,0.0,True,172,0.0,False,False,False,True,1,1
0173_01,0,E/11/S,58.0,0,0.0,985.0,0.0,5.0,0.0,True,173,990.0,False,False,False,True,1,1
0174_01,0,F/38/P,21.0,0,287.0,0.0,16.0,115.0,175.0,False,174,593.0,False,False,False,False,1,1
0177_01,0,B/2/S,38.0,0,0.0,10346.0,1.0,14970.0,2111.0,False,177,27428.0,True,False,False,True,1,1
0178_01,0,D/6/S,38.0,0,3414.0,0.0,161.0,28.0,119.0,False,178,3722.0,False,True,False,True,1,1
0179_01,0,G/26/P,19.0,0,1.0,219.0,673.0,2.0,11.0,True,179,906.0,False,False,False,True,3,0
0179_02,1,G/26/P,0.0,0,0.0,0.0,0.0,0.0,0.0,False,179,0.0,False,False,False,True,3,0
0179_03,1,G/26/P,3.0,0,0.0,0.0,0.0,0.0,0.0,True,179,0.0,False,False,False,True,3,0
0181_01,0,G/27/P,20.0,0,0.0,0.0,3.0,299.0,92.0,False,181,394.0,False,False,False,True,1,1
0182_01,1,C/3/P,24.0,0,0.0,0.0,0.0,0.0,0.0,True,182,0.0,True,False,False,True,1,1
0183_01,0,F/36/S,37.0,0,17.0,146.0,426.0,0.0,232.0,True,183,821.0,False,False,False,True,1,1
0186_01,0,G/28/P,25.0,0,62.0,0.0,0.0,0.0,956.0,False,186,1018.0,False,False,False,True,1,1
0188_01,1,G/31/S,56.0,0,0.0,0.0,0.0,0.0,0.0,True,188,0.0,False,False,False,True,1,1
0189_01,0,E/8/P,49.0,0,84.0,3.0,401.0,202.0,98.0,False,189,788.0,False,False,False,False,1,1
0190_01,1,G/32/S,11.0,0,0.0,0.0,0.0,0.0,0.0,False,190,0.0,False,False,False,False,1,1
0192_01,1,G/29/P,1.0,0,0.0,0.0,0.0,0.0,0.0,True,192,0.0,False,False,False,True,3,0
0192_02,1,G/29/P,8.0,0,0.0,0.0,0.0,0.0,0.0,False,192,0.0,False,False,False,True,3,0
0192_03,0,G/29/P,39.0,0,0.0,0.0,10.0,898.0,0.0,False,192,908.0,False,False,False,True,3,0
0193_01,1,F/41/P,2.0,0,0.0,0.0,0.0,0.0,0.0,True,193,0.0,False,True,False,True,3,0
0193_02,0,F/41/P,23.0,0,0.0,0.0,8.0,1072.0,0.0,False,193,1080.0,False,True,False,True,3,0
0193_03,1,F/41/P,0.0,0,0.0,0.0,0.0,0.0,0.0,True,193,0.0,False,True,False,True,3,0
0195_01,0,F/42/P,39.0,0,406.0,0.0,867.0,0.0,0.0,True,195,1273.0,False,True,False,True,1,1
0196_01,0,D/5/P,25.0,0,1052.0,0.0,719.0,0.0,7.0,False,196,1778.0,False,True,True,False,1,1
0197_01,0,C/5/P,36.0,0,0.0,972.0,0.0,795.0,575.0,False,197,2342.0,True,False,False,True,1,1
0198_01,1,G/30/P,52.0,0,0.0,0.0,0.0,0.0,0.0,True,198,0.0,False,False,True,False,1,1
0199_01,1,G/33/S,18.0,0,0.0,0.0,0.0,0.0,0.0,False,199,0.0,False,False,False,True,1,1
0200_01,1,G/31/P,15.0,0,0.0,0.0,0.0,0.0,0.0,True,200,0.0,False,False,False,True,1,1
0201_01,1,B/3/S,35.0,0,0.0,0.0,0.0,0.0,0.0,True,201,0.0,True,False,False,True,2,0
0201_02,1,B/3/S,47.0,0,0.0,0.0,0.0,0.0,0.0,True,201,0.0,True,False,False,True,2,0
0202_01,1,B/9/P,45.0,0,0.0,0.0,0.0,0.0,0.0,True,202,0.0,True,False,False,False,2,0
0202_02,0,A/2/P,33.0,0,0.0,2433.0,0.0,878.0,443.0,True,202,3754.0,True,False,False,False,2,0
0203_01,1,C/8/S,51.0,0,0.0,0.0,0.0,0.0,0.0,True,203,0.0,True,False,False,True,1,1
0205_01,0,G/34/S,29.0,0,0.0,2.0,66.0,0.0,705.0,False,205,773.0,False,False,False,True,1,1
0206_01,0,C/9/S,33.0,0,2.0,1720.0,12.0,1125.0,122.0,True,206,2981.0,True,False,False,False,1,1
0207_01,1,G/32/P,19.0,0,0.0,0.0,0.0,0.0,0.0,False,207,0.0,False,False,True,False,1,1
0210_01,1,D/6/P,24.0,0,0.0,0.0,0.0,0.0,0.0,True,210,0.0,False,False,False,False,1,1
0211_01,0,F/44/P,29.0,0,902.0,1.0,137.0,0.0,0.0,True,211,1040.0,False,True,False,True,3,0
0211_02,1,F/44/P,11.0,0,0.0,0.0,0.0,0.0,0.0,True,211,0.0,False,True,False,True,3,0
0211_03,0,F/44/P,17.0,0,848.0,0.0,307.0,182.0,0.0,False,211,1337.0,False,True,False,True,3,0
0212_01,0,E/9/P,13.0,0,192.0,0.0,0.0,51.0,739.0,False,212,982.0,False,False,False,True,2,0
0212_02,0,F/45/P,35.0,0,147.0,188.0,0.0,10.0,387.0,False,212,732.0,False,False,False,True,2,0
0213_01,0,F/46/P,21.0,0,367.0,281.0,0.0,0.0,146.0,False,213,794.0,False,False,False,True,1,1
0216_01,0,F/40/S,21.0,0,0.0,56.0,0.0,0.0,1918.0,False,216,1974.0,False,False,False,False,1,1
0217_01,0,F/47/P,38.0,0,1517.0,0.0,0.0,27.0,0.0,False,217,1544.0,False,False,False,True,1,1
0219_01,1,G/36/P,19.0,0,0.0,0.0,0.0,0.0,0.0,True,219,0.0,False,False,False,True,1,1
0220_01,1,G/37/P,2.0,0,0.0,0.0,0.0,0.0,0.0,True,220,0.0,False,False,False,True,7,0
0220_02,1,G/37/P,0.0,0,0.0,0.0,0.0,0.0,0.0,True,220,0.0,False,False,False,True,7,0
0220_03,1,G/37/P,13.0,0,0.0,0.0,0.0,0.0,0.0,False,220,0.0,False,False,False,True,7,0
0220_04,0,E/10/P,25.0,0,122.0,84.0,0.0,0.0,0.0,False,220,206.0,False,False,False,True,7,0
0220_05,0,F/48/P,16.0,0,0.0,3.0,0.0,0.0,1099.0,False,220,1102.0,False,False,False,True,7,0
0220_06,1,G/37/P,1.0,0,0.0,0.0,0.0,0.0,0.0,False,220,0.0,False,False,False,False,7,0
0220_07,1,G/37/P,15.0,0,0.0,0.0,0.0,0.0,0.0,True,220,0.0,False,False,False,True,7,0
0221_01,0,E/13/S,21.0,0,2237.0,0.0,119.0,0.0,0.0,False,221,2356.0,False,True,False,False,7,0
0221_02,0,E/13/S,23.0,0,1215.0,80.0,1.0,2.0,0.0,False,221,1298.0,False,True,False,True,7,0
0221_03,0,E/13/S,33.0,0,1933.0,12.0,188.0,1.0,0.0,False,221,2134.0,False,True,False,True,7,0
0221_04,1,E/13/S,21.0,0,0.0,0.0,0.0,0.0,0.0,True,221,0.0,False,True,False,True,7,0
0221_05,0,E/13/S,41.0,0,1230.0,0.0,301.0,43.0,1023.0,False,221,2597.0,False,True,False,True,7,0
0221_06,0,E/13/S,16.0,0,915.0,0.0,221.0,234.0,0.0,False,221,1370.0,False,True,False,True,7,0
0221_07,1,E/13/S,42.0,0,0.0,0.0,0.0,0.0,0.0,False,221,0.0,False,True,False,True,7,0
0222_01,0,F/41/S,20.0,0,1406.0,0.0,0.0,11.0,0.0,False,222,1417.0,False,True,False,True,3,0
0222_02,1,F/41/S,24.0,0,0.0,0.0,0.0,0.0,0.0,True,222,0.0,False,True,False,True,3,0
0222_03,1,E/14/S,16.0,0,0.0,0.0,0.0,0.0,0.0,True,222,0.0,False,True,False,True,3,0
0223_01,0,G/35/S,21.0,0,0.0,2.0,665.0,0.0,9.0,False,223,676.0,False,False,False,True,1,1
0224_01,0,F/42/S,32.0,1,181.0,0.0,5.0,1634.0,0.0,False,224,1820.0,False,True,False,True,1,1
0225_01,1,G/38/P,58.0,0,0.0,0.0,0.0,0.0,0.0,True,225,0.0,False,False,True,False,1,1
0229_01,0,F/43/S,24.0,0,4.0,7.0,0.0,713.0,79.0,False,229,803.0,False,False,False,True,1,1
0231_01,0,F/44/S,30.0,0,85.0,0.0,1.0,1720.0,0.0,False,231,1806.0,False,True,False,True,1,1
0232_01,1,G/36/S,27.0,0,0.0,0.0,0.0,0.0,0.0,False,232,0.0,False,False,True,False,1,1
0233_01,0,F/45/S,32.0,0,56.0,0.0,256.0,1438.0,0.0,False,233,1750.0,False,True,False,True,1,1
0234_01,0,F/50/P,43.0,0,0.0,888.0,0.0,0.0,0.0,False,234,888.0,False,False,False,True,1,1
0237_01,1,B/11/P,42.0,0,0.0,0.0,0.0,0.0,0.0,True,237,0.0,True,False,False,True,1,1
0239_01,0,,37.0,0,637.0,0.0,0.0,92.0,319.0,False,239,1048.0,False,True,False,True,1,1
0240_01,1,F/52/P,35.0,0,0.0,0.0,0.0,0.0,0.0,True,240,0.0,False,True,False,True,1,1
0241_01,0,E/11/P,33.0,0,0.0,1249.0,0.0,4812.0,1116.0,False,241,7177.0,True,False,False,False,1,1
0242_01,0,F/46/S,18.0,0,313.0,1.0,691.0,283.0,0.0,False,242,1288.0,False,False,False,True,1,1
0243_01,1,G/37/S,21.0,0,0.0,0.0,0.0,0.0,0.0,False,243,0.0,False,False,False,True,1,1
0244_01,1,,43.0,0,0.0,0.0,0.0,0.0,0.0,True,244,0.0,False,True,False,True,2,0
0244_02,1,F/47/S,14.0,0,0.0,0.0,0.0,0.0,0.0,True,244,0.0,False,True,False,False,2,0
0245_01,0,C/6/P,46.0,0,0.0,3571.0,0.0,0.0,7.0,True,245,3578.0,True,False,False,False,2,0
